idx,cnt,review1,review2,review3,review4,review5,review6,review7,review8,review9,review10,review11,review12,review13,review14,review15,review16,review17,review18,review19,review20,review21,review22,review23,review24,review25,review26,review27,review28,review29,review30,review31,review32,review33,review34,review35,review36,review37,review38,review39,review40,review41,review42,review43,review44,review45,review46,review47,review48,review49,review50
11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,23,"첫 등록은 리뷰 대충 남겼는데 재등록하며 이번엔 좀 자세히 리뷰 남겨요! 이전에 여러 운동 등록만 하고 결국 안나가게되면서 기부 많
이 하고 다녔는데 ㅠㅠㅋㅋㅋ 여기서 처음으로 꾸준히 운동해봅니다 처음에 무료 피티가 있어서 부담없이 시작할 수 있었어요 다시 리
뷰 쓰는 날 올 때까지 또 열심히 운동 !!!!
내용 더보기",주변 헬스장보다 넓어서 많은 사람이 운동해도 쾌적합니다.,조아요,좋아요,PT받으실분들 여기 강추 합니다! 여타 다른 헬스장 들이랑 다르게 상담 할때부터 달라요 인바디 로만 상담하는 다른 헬스장 과 다르게 체형분석기 로 불균형도 측정해서 체계적으로 트레이닝 시켜줍니다 저도 골반이 틀어져있었던 사실을 여기서 알고 5달전에 PT등록 했다가 요번에 재등록 다시 했네요 수업 받고 끝이 아니라 이후에 카톡으로도 케어 끝까지해주시고 수업 했던 내용 정리해서 보내 주시는 꼼꼼함 까지 .. 돈이 아깝지 않을 만큼 만족 했습니다!,거북목 교정 받으러 갔었는데 어깨개 더 말려있단 사실을 알고 둘다 교정 받음.. 여기서 거북목 타파함 ㅋㅋㅋ 시설도 깔끔 하고 좋음 bb,평소에 혈액순환도 잘 안되고 체력도 떨어져서 근처 헬스장 찾다가 등록 했어요 반신욕 있다는 거 가 아주 좋은거 같에요!! 헬스장 도 넓고 쾌적해서 맘에 들었어요 아 그리고 그룹PT도 있어서 1:1PT가 부담인 분들이 하시면 좋을거 같아요!,굿,"운동 기구가 엄청 많고 넓어요.
무료pt도 완전 만족합니다.
5층 싸이클존에 햇살도 잘 들어오고 좋은 것같아요",굿,"무료 PT 1회 받고 허리 나가서 병원 통원 치료중입니다. 무료 PT 라고 첫 날 피곤해 보이니까 운동 안시키겠다는 트레이너의 태도와 상담하자마자 계약서를 작성하자는 매직, 스트레칭 안하고 중량 운동 시킨 후에 근육이 놀라 허리가 나갔습니다. 헬스장 과실이 100% 임에도 불구하고 환불을 요구하니(전액 환불 요구 X) 계약자 측에서 계약 취소 의사를 밝혔다는 이유로 10% 부가세 떼어가겠다 + 트레이너는 사과하다가 책임을 요구하니 정황상 운동하다가 다친것 같지 않다는 말과 함께 안하무인한 태도를 보여주고 있습니다. 허리는 완전히 완치되지 않아 병원 통원 치료중입니다. 덕분에 허리 숙일 때마다 아파서 구부정하게 다니는 중이네요. 리뷰 지우라고 계속 연락하시네요. 헬스장 아니고 용역 업체인가요? 감사합니다.","체력이 딸려서 운동등록하고 PT받았어요.
헬스장이 4.5층이고 엄청 넓고 좋았어요.
크리스쌤 친절하고 pt도 잘 받았어요!!
그리고 실장님 너무 친절하고 천사같아요♡",좋아요,친절해요,손쌤 너무 친절하시고 잘생김,가까워료,굿굿 재등록했어요,굿,굿,중곡동 촤대 핼스장이에요,"집 가까워서 좋아요, ??",만족,좋아요,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,35,여기저기 둘러보다가 처음 상담 받을때부터 너무 친절하시고 상담도 전문적으로 잘해주셔서 등록하게 되었어요~ 운동기구도 많고 시설도 깨끗해서 운동하기 편하네요 제일 좋은점은 직원분들이 너무 친절하세요!!,"기구들이 깨끗하고 다양하고 좋습니다
항상 쾌적한 공간제공이 제일 맘에 들어요
그리구 점장님이 친절하셔서 헬스 초보인데 운동하고 싶게 만들어 주시니까 너무 좋습니다!","런닝머신이랑 싸이클도 많고 고장난 것 없이 깨끗해서 좋았어요! 그리고 다른헬스장에는 잘 없는 마이마운틴이랑 계단도 있어서 바로 등록했습니다.
보통 헬스장은 어둡게 해놓은 곳이 많은데 여기는 조명도 밝고 청결해보여서 좋았습니다. 선생님들도 다들 밝게 인사해주시고 친절하게 상담해주시니까 부담없이 방문해서 상담받아보세요.??",시설도 굉장히 깔끔하고 청결에 힘쓰는게 눈에 보였어요! 강사도 하나하나 놓치지않고 자세하게 봐주시고 에너지 넘치게 해주시니 파이팅이 생겨서 즐겁게 하고 있어요!,동네에 유산소 계단 있는 곳이 많이 없는데 여기에는 있어서 등록했어요,헬스장 여러곳 다녀봤지만 이렇게 친절한 곳은 처음이에요! 기구도 깨끗하고 관리가 잘돼있네요. 무엇보다 부담없이 여자 혼자 운동하기 좋아요??,매우 깨끗하고 좋은 기구들로 가득 차 있어요. 가격도 합리적이어서 정말 만족합니다,시설 좋고 쾌적! 집근처 가까운 거리에 이렇게 깔끔한 헬스장 있어서 너무 좋아요. 직원분들고 서글서글 친절하셔서 다니기 좋습니다 ㅎㅎ,"급 찐 살때문에 운동좀 하려고 가봤는데, 기구도많고 시설도 깔끔하고 좋았어요 결제하고왔네요-^^",기존 한달 등록했다가 왜 한달만 했었을까… 후회하고 연장했습니다~,지상이고 기구도 많고 깨끗해서 좋아요,시설 깔끔하고 에어컨 시원해요,직원분들도 친절하고 시설도 괜찮아요,"운동기구도 많고 시설도 깔끔하니 좋네요 
직원분들이 친절하셔서 더 좋았어요~",허리 때문에 헬스와 필라 같이 할 수있는곳을 찾았는데 이곳이네요 ㅠㅠ 제 허리를 살려주세요!!,"이번에 첨 방문했는데 선생님께서 수업 진행 전에 상담도 꼼꼼하게 해주시고, 요즘 걱정인 거북목 교정하는데 좋은 자세도 알려주셨어요",동네 헬스장 중 제일 깔끔하고 좋아요,깨끗하고 좋아요,"선생님들께서 친절하시고 자세히 알려주세요!
전체적으로 청소가 잘 되어 있어서 먼지가 없어서 좋았습니다","30년째 자양동에서만 살아온 토박이입니다
말이 필요없이 좋습니다",기가막히네요,"자세도꼼꼼하게 체크해주고
다양한기구까지있어서 넘좋아요",좋아요!,좋아요,좋아요,좋아요,ㆍ,좋아요,저희 중학생 아이가 운동바람이 불어서 집에서 위험하게 운동해서 PT 했는데 선생님이 정말 친절하시고 너무 잘 가르쳐주셔서 정말 시켜주길 잘했다고 생각해요..운동하는법 배우고서 꼬바꼬박 헬스장 다니고 근육 키운다고 맨날 정신없네요..ㅋㅋ,굿,좋아요,좋아요,조아요,좋아요,좋아요,,,,,,,,,,,,,,,
24,50,설명도 친절하게 해주시고 운동 욕구 들게 해주셔서 좋았어요,깨끗하고 쾌적한 시설이예요 무엇보다 여름인데도 땀냄새 없는게 좋네요 여성전용이 최고,헬스장이라 하면 3일만 나갔던 제가 근 1년째 다니고 있습니다. 타 헬스장과는 다르게 편안한 분위기에서 운동 할 수 있고 선생님도 꼼꼼하게 알려주셔서 운동에 흥미를 붙이며 계속 재미있게 다니고 있습니다! 저에게 운동의 재미를 느끼게 해주셔서 감사합니다!!!,다른 곳에서도 PT 상담 많이 받아봤지만 이곳만큼 꼼꼼히 상담해주신 곳 없었어요 ! 체형분석도 같이 해주시고 상담 때 말씀주신 문제점 개선하는 걸 중점으로 수업 진행해서 넘 만족하면서 다니고 있습니다 ????,선생님이 친절하시고 자세도 하나하나 잘 교정해주며 운동기구도 관리가 잘돼있습니다!,여성들만 이용할 수 있어서 좋아요~~^^ 기구들도 다양해요. 정수기랑 선풍기에 먼지가 많은게 좀 아쉬워요. 다른건 다 만족해요~~^^,선생님이 친절하고 시설이 깨끗하고 관리가 잘되어 쾌적합니다!!! 여름에 운동하기 좋습니다!!! ?? 1년째 다니는 중입니다!!!!,"Pt 처음인데 이사가기 싫을 정도로 좋아요!! 트레이너쌤들 다 친절하시구, 늘 청결하게 관리 잘 해주세요. 처음 상담갔을 때도 운동목적부터 체형분석까지 차근차근 설명해주셔서 좋았어요. 김진명쌤한테 수업듣고 있는데 질문하면 항상 자세하게 설명해주시고 동기부여를 어어엄청 잘해주십니다 ㅎㅎ동작도 하나하나 꼼꼼하게 확인해주세요:) 적극 추천합니다ㅏㅏ~~","상담도 친절하게 잘 해주시고, 체성분이랑 체형 분석까지 해주시면서 설명해주셔서 좋았어요! 시설도 깔끔해서 바로 피티 20회 등록했습니다!!","헬스를 처음 시작해서 잘 따라갈 수 있을지 걱정 많이했는데 이재성 트레이너님께서 초보자도 잘 소화할 수 있게끔 차분하고 친절하게 잘 알려주시고, 맞춤형으로 잘 지도해주셔서 추가 10회 연장하여 다니는중입니다. PT 받을 때마다 영상 찍어서 공유해주셔서 혼자 운동할태 유용합니다. 여성전용 헬스장이라 주변시선 신경 안쓰이고, 시설이 쾌적하고 깔끔합니다. PT 끝나고도 개인운동도 여기서 계속 이어나갈 생각입니다~^^","시설깔끔하고 피티 수업도 꼼꼼하게 봐주세요!!
구의역 헬스장으로 강추????????","트레이너분들은 항상 친절하시고 상담도 꼼꼼하게 해주셔서 좋아요! 신발장, 라커 외 수건이나 운동복도 항상 깔끔하고 늘 청결하게 유지해주십니다??????",시설도 깨끗하고 선생님들도 친절하세요,"항상 친절하게 상담도 도와주시고
잘알려주세요!! 시설도 깨끗하고 부담없는 곳이라 일 년 정도 지금 다니고 있는 곳입니당
짱짱 :)",언제나 애용하는 헬스장이에요. 깔끔하고 기구도 좋고 모든 부분이 마음에 드는 곳입니다ㅎㅎ,시설이 깨끗하고 무엇보다 여성전용이라서 마음편히 운동할수잇을거같아용 !!,여성전용 헬스여서 등록했는데 건식 반신욕시설도있고 기구들도 다양하고 좋았어요 자세도 꼼꼼히봐주시고 친절히 설명도 잘해주셔서 좋았습니다,구의 이사오고 헬스장은 계속 여기만 이용중이에요 집이랑 가깝고 시설이 깨끗해서 이용하기에 좋아요???? 특히 저는 헬스장 특유의 분위기(아저씨들 우글우글한)를 무서워하고 안좋아하는데 여기는 여성전용이라 편하고 좋습니다~ 운동 초심자들이 이용하기에 더 좋아요~!,"지금까지 다녀본 헬스장 중에 가장 깔끔한 것 같아요 :)
쌤들 친절하고 운동 분위기도 좋아요 ㅎㅎ 추천!!","기구도 다양하고 쾌적해요! 
그리고 선생님들 모두 친절해서 좋았습니당 :) 
반식욕실 있어서 너무 맘에 들어요!",시설이 깨끗하고 좋아요!,"시설이 깨끗하고 여성들만 이용할수 있어서 매우 좋았습니다~! 선생님들이 매우 친절하셔서 수업받으면서 기분이 좋았습니다~!!
코로나때문에 깨끗한 곳을 찾아다녔는데 여기만큼 깨끗하고 기구가 좋은곳이 없네요. 계속 다니고 싶은마음이 생기네요~!!",역에서 가깝고 시설도 깔끔하고 좋습니다 여성전용이라 넘 편하게 운동할수 있을듯해요,"피티를 목적으로 방문했는데, 다른 피티샵이나 헬스장과 달리 체형 측정 후 자세히 상담해주세요! 상담 당일 바로 피티끊어서 진행하구 있습니다 :)
 기구는 많지 않아도 다양한 방법으로 할수 있는 부위별 운동을 알려주셔서 만족하고 있습니다 :) 개인운동 할때도 제가 피티때 했던 동작들 영상으로 촬영해주셔서 초보자도 쉽게 개인운동 할 수 있어서 좋아용!
다른곳에서 피티하는 친구들하고 이야기 해보면 확실히 더 꼼꼼하고 잘 챙겨주시는것 같아요 ㅎㅎ",여성전용이라 맘편하게 이용할수있는게 가장 큰 장점인듯하네요. 깔끔하고 앉아서 하는 건식사우나 같은것도 있어서 좋을꺼 같네요~,처음 등록하고 인바디 부터 OT까지 상담내용도 알차고 기구 사용법도 친절하게 알려주시네요! 깨끗하고 조용해서 운동에 집중할 수 있습니다! 건식반신욕기가 있는 것도 완전 좋아요!,헬스장 깨끗하고 기구도 있을 건 다 있어요! 처음 받은 오티상담도 친절해서 좋았습니다. 부담없이 편하게 운동할 수 있어요.,예전에 다니다가 다시 다니는데 여성전용이라서 깔끔하고 조용해서 운동하기 좋아요. 건식반신욕기 있어서 좋아요,"예전엔 근육이라곤 전혀 없었는데 선생님의 꼼꼼한 PT 수업을 받고 지금은 우유 두 박스도 들 수 있는 근력있는 몸이 되었습니다! 분위기도 다들 각자 운동하기 바빠 집중하며 나의 운동을 할 수 있는 곳입니다!
강추입니다!!????????????",깨끗하고 조용해요. 여성전용이라 편합니다 : ),"상담부터 꼼꼼하고 맞춤형으로 상담해주셔서 믿음이 갑니다 시설이나 기구들도 깔끔해서 너무 좋고, 최고는 편백찜질기..! 이사가지 않는한 이곳만 다닐것 같아요 ㅎㅎ","갈때마다 깔끔하고 기구도 다양합니다!
역 근처 대로변쪽이라 언제든지 가도 안전하고
일요일에도 열어주셔서 좋아요??????",시설도깔끔하고 상담도 친절하게 해주셔서 너무좋았어요,여성전용이라서 우선 마음에 들고 시설이나 기구가 다 깨끗하고 깔끔해요 관리 잘해주시구요 상담도 친절하게 잘 해주십니다~,"30년째 헬스장 등록하며 다니고 있습니다 여성전용은 처음인데 장점이 너무많아요
1.깨끗합니다 머신이고 기구고 정리도 잘되어있어요
2.쾌적합니다 여성전용이라서 그려지 땀냄새도 없고 서로 거리두며 운동합니다.
3.pt받고 바디케어 하는중인데 트레이너님이 정말 섬세하게 잘알려줘요 (pt만 다른곳에서 수백회경험)
4.딱 운동할만한 기구가 있어서 복잡하지 않아요",여성전용이라 좋아요,시설이 쾌적해요. 그리고 여성전용이라서 항상 편하게 운동하고 있어서 마음에 들어요.,선생님들이 친절하시고 운동하는 기구도 모자람이 없습니다. 시설도 깔끔하게 유지되고 운동복이나 사물함도 부족함이 없어요~! 제일 마음에 드는 점은 여성전용 시설이라는 점! 운동하면서 눈치안보고 편하게 운동할수있어서 마음편합니다. 오래오래 다니려고요??,처음 헬스 등록하면 오티 해주시는데 이틀동안 너무 잘 알려주셔서 좋았어요 !! 혼자 운동하다가도 자세가 안좋거나하면 와서 봐주시는 점도 좋습니다 ㅎㅎ 초보자분들이 다니기에 참 좋을 것 같다고 생각했어요 ! 여성전용이기도 하고 만족스러워서 앞으로도 계속 여기 다닐 생각이에요 ????,"시설도 너무 깔끔하고 
여성전용이라 이용하기 넘 좋은 헬스장입니다!!!
제 친구들한테도 추천해주고 있어요????",시설이 깨끗하고 여성 전용이라 안심하고 다닐수 있어요.,"친절하시고 시설도 쾌적하고 좋습니다
여성전용이라 너무 편리합니다??",합리적인 가격에 운동에 집중할 수 있어서 좋아요~!,"남녀 공용 헬스장 다니다가, 여성전용으로 다닌지 3개월 좀 넘었어요. 일단, 운동하면서 시선이나 기구사용에 눈치보는게 없어서 좋고, 한달 다녀보다가 운동방법 배우면서 다이어트 하려고 상담 후 이재성 트레이너님께 pt받았었고, 타 헬스장 처럼 회원모집 목적보다는 개인에 맞춰서 전문적이시고, 디테일하고 쉽게 설명해주셧던게 정말 좋았던거 같아요. 코로나 때문에 운동 다니는게 조심스럽지만, 다른곳 보다 샤워실이나 헬스장 내부가 깨끗해서 아직은만족하며 다니는중이에요.","이루어짐 구의점에서 운동한지 1년 넘었어요~ ???♀?
등록전에 몇군데 헬스장에서 상담받아봤는데 
이루어짐 구의점이 제일 친절하고 세심하게 
상담해주신게 마음에 들었어요??
체력증진과 다이어트 목적으로 운동시작했었고 
PT도 받으면서 열심히 한 결과 체중감량은 물론 
제인생의 최저 체지방량도 찍어봤어요??
현재는 잘 유지하고 있습니다??
여성전용이라 편하고 
트레이너분들도 친절하시고 잘가르쳐주세요~
앞으로 이루어짐 구의점에서 꾸준히 운동할 생각이예요 ?
이루어짐에서 같이 운동해요??",여성전용이라 너무 좋고 깔끔하고 친절하셔서 너무 좋습니다! 그리고 반신욕 기계도 있어서 좋아요????,"여기는 깨끗한 점이 제일 좋아요!!!
무엇보다 직원분들 모두 친절하셔서 방문할때마다 기분이좋습니다????


여성전용의 편리함이 확실히 있어 주변 센터 다녀봐도 
여기로만 오게 되네요",열심히 운동할게요 여성분만 운동할수 있어 좋아요,조아요 ^^,깨끗하고 이층이라 답답함도없고좋아요
25,50,근방에서 제일 합리적인 가격인것같아요,"옷이좀 더럽습니다 여기저기 빵꾸나있고
샤워실도 청소가 안되어있습니다.
여기저기 먼지투성이..
고장난기구가 2주넘도록 안고치고있습니다.

크게불만은 없는데 좀 관리안하는거같아요",집 근처에 있는 곳들 중에서 진짜 제일 괜찮습니다.,깔끔하고 좋습니다 ㅎㅎ,직원분들이 친절하십니다,처음 방문했을 당시에 상담을 너무 친절하게 해주시고 가격도 합리적이어서 바로 등록을 하였습니다. 지금은 이용한지 열흘 정도 지났는데 위치와 시설이 너무 좋아서 매우 만족하면서 다니고 있습니다.,친절하시고 시설도 좋아요,너무좋아요 양쌤멋잇습니다!,넓고 시설도좋고 추천입니다~^^,건대역에서 가깝고 친절하게 안내해 주셔서 너무 감사했습니다.,시설이 좋아서 헬스열심히 할것같아요,쾌적하고 시설이 좋습니다,건대역에서 가깝고 넓고 시설도 좋습니다~,건대역이랑 가깝고 좋아요,건대헬스는 2년째 여기 다니는거 같아요~,아자아자 화이팅!!,즐거운 헬스공간 감사합니다 ^^,친절하게 안내해 주셔서 너무 감사했습니다.,헬스장 넓고 운동기구가 많아서 좋아요,오늘 등록하고 남깁니다.,좋아욤!,친절하게 설명해 주셔서 감사해요~^^,^^,가깝다,리뷰 1한달까지 최고,2년전부터 다니던 곳이었는데 또 재등록했어요 건대에서 사실 여기만한 곳 없다고 생각해요,넓고 쾌적합니다 ! ?? 재등록했습니다 !,탁트여서 좋고 스트레칭 할수있는 공간이 넓어서 좋아요!,역 바로 앞이라 가까워서 좋네요,최고에요!!!!,잘 하고 갑니다.,시설도 깨끗하고 직원분도 정말 친절하세요 !,역이랑 가깝고 시설도 좋아서 1일권 끊어보고 바로 3개월에 락커까지 질렀습니다~~ 직원분들도 친절하게 잘해주셔서 부담없이 다니고 있어요,회사에서 젤 가까워서 애용하고있습니다,굳,"일단 뷰가 좋은 헬스장. 6층에 있어요. 그게 가장 큰 장점이네요! 건대 사람들 일몰보며 운동하니 덜 지루합니다. 트레이너님들이 친절하고 전문성 있으시네여. 웨이트, 스트레칭, 유산소로 공간 분리가 잘되있어요.",유산소 위주로 운동하는데 개월수랑 금액적인 부분에서 나쁘지 않은거 같아 다니게 됬어요. 출근전에 가니 사람들도 많이 없고 좋네요.,"직원분들이 엄청 친절한 게 제일 좋았습니다
젊은 회원 분들이 많아서 분위기도 영하고 지상에 있어서 뷰도 좋아요",시설과 뷰가 좋습니다~,참 좋아요~,건대최고헬스장입니다 다친절하시고젛습니다,여러가지 물어봐도 친절하게 답 해주시고 서비스 및 회원권 가격 또한 부담 없이 최고입니다!,운동하기 좋아요^^,"시설도 너무 깨끗하고 
친절해요!",깔끔하고 좋아요,상담도 친절하게 해주시고 헬스장도 깔끔해요,상담친절했습니다 넓고 기구도 많네요??,처음인데 친절하시고 설명도 상세하게 해주셨어요,정말 친절하고 무척 넓고 좋아요,"제가 계속해서 이용중인 피트니스 센터인데요. 지하가 아닌, 6층에 있어서 창문밖으로 보이는 풍경이 너무나 좋아요. 보다 상쾌한 환경에서 운동을 할 수 있고, 트레이너 분들과 데스크에 계신 분들도 매우 친절해요~^^*"
